Organism Name,Organism Groups,Strain,BioSample,BioProject,Size(Mb),GC%,Replicons,CDS,Neighbors,Release Date,Genes
"Staphylococcus cohnii","Bacteria;Terrabacteria group;Firmicutes","SNUDS-2","SAMN06286343","PRJNA369449",0.010332,26.9454,"pSC-SNUDS-2-2:NZ_CP019599.1/CP019599.1",6,0,"2019-10-09T00:00:00Z",8
"Staphylococcus cohnii","Bacteria;Terrabacteria group;Firmicutes","FDAARGOS_334","SAMN06173347","PRJNA231221",0.032058,30.6195,"unnamed2:NZ_CP027419.1/CP027419.1",29,0,"2018-03-14T00:00:00Z",32
"Staphylococcus cohnii","Bacteria;Terrabacteria group;Firmicutes","FDAARGOS_334","SAMN06173347","PRJNA231221",0.03691,29.0734,"unnamed1:NZ_CP027420.1/CP027420.1",34,0,"2018-03-14T00:00:00Z",36
"Staphylococcus cohnii","Bacteria;Terrabacteria group;Firmicutes","FDAARGOS_334","SAMN06173347","PRJNA231221",0.029852,30.3799,"unnamed3:NZ_CP027421.1/CP027421.1",26,0,"2018-03-14T00:00:00Z",33
"Staphylococcus cohnii","Bacteria;Terrabacteria group;Firmicutes","FDAARGOS_334","SAMN06173347","PRJNA231221",0.00267,30.5993,"unnamed4:NZ_CP027423.1/CP027423.1",2,0,"2018-03-14T00:00:00Z",3
"Staphylococcus cohnii","Bacteria;Terrabacteria group;Firmicutes","FDAARGOS_334","SAMN06173347","PRJNA231221",0.002473,30.8128,"unnamed5:NZ_CP027424.1/CP027424.1",3,0,"2018-03-14T00:00:00Z",3
"Staphylococcus cohnii","Bacteria;Terrabacteria group;Firmicutes","FDAARGOS_538","SAMN10163250","PRJNA231221",0.034419,30.4483,"unnamed:NZ_CP033734.1/CP033734.1",24,0,"2018-12-26T00:00:00Z",36
"Staphylococcus condimenti","Bacteria;Terrabacteria group;Firmicutes","StO 2014-01","SAMN06159561","PRJNA357697",0.035236,30.8208,"pStO2014-01:NZ_CP018777.1/CP018777.1",27,0,"2016-12-28T00:00:00Z",32
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","SEI","SAMN02928813","PRJNA244351",0.037688,27.2713,"unnamed:NZ_CP009047.1/CP009047.1",36,0,"2015-01-21T00:00:00Z",47
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA178825",0.002355,30.9979,"pNE131:NC_001390.1/M12730.1",2,0,"1993-04-26T00:00:00Z",2
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA178825",0.002391,29.0255,"pSepCH:NC_003969.1/AY092027.1",3,0,"2002-06-01T00:00:00Z",3
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA178825",0.008013,33.8325,"pSK639:NC_005566.1/U40259.1",11,0,"2004-02-24T00:00:00Z",11
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA178825",0.002546,30.6756,"pLNU6:NC_008356.1/AM399083.1",2,0,"2006-09-20T00:00:00Z",2
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA178825",0.007209,32.3623,"pUR3036:NC_019303.1/JQ312423.1",9,0,"2012-11-04T00:00:00Z",9
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA178825",0.007082,32.392,"pUR3937:NC_019304.1/JQ312424.1",9,0,"2012-11-04T00:00:00Z",9
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA178825",0.028743,33.0411,"pSWS47:NC_022618.1/HG380319.1",21,0,"2013-10-30T00:00:00Z",31
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA178825",0.004419,30.1199,"pMCPSe216-01:NC_024966.1/KF290957.1",3,0,"2014-09-25T00:00:00Z",3
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","14.1.R1","SAMN06167133","PRJNA358169",0.024769,30.841,"pHOB1:NZ_CP018843.1/CP018843.1",22,0,"2018-01-21T00:00:00Z",24
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","14.1.R1","SAMN06167133","PRJNA358169",0.009323,28.2956,"pHOB2:NZ_CP018844.1/CP018844.1",12,0,"2018-01-21T00:00:00Z",13
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","1457","SAMN02640609","PRJNA377759",0.015142,27.6648,"p1457:NZ_CP020462.1/CP020462.1",15,0,"2017-04-13T00:00:00Z",18
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","ATCC 14990","SAMN06624123","PRJNA379934",0.004566,30.2672,"pATCC14990-2:NZ_CM007846.1/CM007846.1",2,0,"2017-04-16T00:00:00Z",4
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","ATCC 12228","SAMN07291625","PRJNA392321",0.001619,32.2421,"pAMT5:NZ_CP022248.1/CP022248.1",2,0,"2017-07-08T00:00:00Z",2
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","ATCC 12228","SAMN07291625","PRJNA392321",0.03777,29.8041,"pAMT1:NZ_CP022249.1/CP022249.1",45,0,"2017-07-08T00:00:00Z",48
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","ATCC 12228","SAMN07291625","PRJNA392321",0.02353,29.0948,"pAMT2:NZ_CP022250.1/CP022250.1",22,0,"2017-07-08T00:00:00Z",24
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","ATCC 12228","SAMN07291625","PRJNA392321",0.007554,31.6653,"pAMT3:NZ_CP022251.1/CP022251.1",7,0,"2017-07-08T00:00:00Z",7
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","ATCC 12228","SAMN07291625","PRJNA392321",0.00239,28.9958,"pAMT4:NZ_CP022252.1/CP022252.1",3,0,"2017-07-08T00:00:00Z",3
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","SE90","SAMN07702384","PRJNA412200",0.019082,26.1241,"p1_90:NZ_CP024409.1/CP024409.1",19,0,"2017-11-06T00:00:00Z",21
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","SE90","SAMN07702384","PRJNA412200",0.00744,28.4946,"p2_90:NZ_CP024410.1/CP024410.1",7,0,"2017-11-06T00:00:00Z",8
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","SE95","SAMN07702411","PRJNA412208",0.012614,28.8568,"p_1_95:NZ_CP024438.1/CP024438.1",12,0,"2017-11-06T00:00:00Z",13
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","SE95","SAMN07702411","PRJNA412208",0.009492,29.3932,"p_2_95:NZ_CP024439.1/CP024439.1",9,0,"2017-11-06T00:00:00Z",10
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","SE95","SAMN07702411","PRJNA412208",0.004536,30.291,"p_3_95:NZ_CP024440.1/CP024440.1",3,0,"2017-11-06T00:00:00Z",3
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","SE95","SAMN07702411","PRJNA412208",0.004069,33.9395,"p_4_95:NZ_CP024441.1/CP024441.1",3,0,"2017-11-06T00:00:00Z",4
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","FDAARGOS_153","SAMN03996299","PRJNA231221",0.009324,27.7349,"unnamed4:NZ_CP014116.1/CP014116.1",2,0,"2018-03-02T00:00:00Z",10
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","FDAARGOS_153","SAMN03996299","PRJNA231221",0.009923,27.663,"unnamed3:NZ_CP014117.1/CP014117.1",11,0,"2018-03-02T00:00:00Z",12
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","FDAARGOS_153","SAMN03996299","PRJNA231221",0.025054,27.5685,"unnamed1:NZ_CP014118.1/CP014118.1",20,0,"2018-03-02T00:00:00Z",24
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","FDAARGOS_153","SAMN03996299","PRJNA231221",0.009925,27.6776,"unnamed2:NZ_CP014120.1/CP014120.1",12,0,"2018-03-02T00:00:00Z",12
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","FDAARGOS_161","SAMN03996306","PRJNA231221",0.021267,30.1312,"unnamed1:NZ_CP014130.1/CP014130.1",20,0,"2018-03-04T00:00:00Z",20
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","FDAARGOS_161","SAMN03996306","PRJNA231221",0.009026,30.7888,"unnamed2:NZ_CP014131.1/CP014131.1",8,0,"2018-03-04T00:00:00Z",9
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","CSF41498","SAMN09491332","PRJNA478035",0.024519,29.1325,"pCSF41498_1:NZ_CP030247.1/CP030247.1",26,0,"2018-07-19T00:00:00Z",26
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","CSF41498","SAMN09491332","PRJNA478035",0.021583,27.8877,"pCSF41498_2:NZ_CP030248.1/CP030248.1",22,0,"2018-07-19T00:00:00Z",25
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","CSF41498","SAMN09491332","PRJNA478035",0.008256,30.1357,"pCSF41498_3:NZ_CP030249.1/CP030249.1",7,0,"2018-07-19T00:00:00Z",8
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","FDAARGOS_529","SAMN10163224","PRJNA231221",0.030843,28.149,"unnamed1:NZ_CP033781.1/CP033781.1",30,0,"2018-11-26T00:00:00Z",39
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","FDAARGOS_529","SAMN10163224","PRJNA231221",0.002366,31.0651,"unnamed2:NZ_CP033783.1/CP033783.1",2,0,"2018-11-26T00:00:00Z",2
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","CDC120","SAMN10473910","PRJNA506796",0.046728,29.7659,"pSTA491:NZ_CP034112.1/CP034112.1",52,0,"2018-12-04T00:00:00Z",52
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","CDC120","SAMN10473910","PRJNA506796",0.036008,28.3132,"pSTA492:NZ_CP034113.1/CP034113.1",29,0,"2018-12-04T00:00:00Z",42
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","CDC120","SAMN10473910","PRJNA506796",0.011218,29.622,"pSTA493:NZ_CP034114.1/CP034114.1",10,0,"2018-12-04T00:00:00Z",11
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","CDC121","SAMN10473924","PRJNA506797",0.023943,27.177,"pSTA481:NZ_CP034116.1/CP034116.1",22,0,"2018-12-04T00:00:00Z",27
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","CDC121","SAMN10473924","PRJNA506797",0.023348,29.0175,"pSTA482:NZ_CP034117.1/CP034117.1",23,0,"2018-12-04T00:00:00Z",26
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","ATCC 14990","SAMN10738425","PRJNA515334",0.020117,29.4825,"unnamed1:NZ_CP035289.1/CP035289.1",21,0,"2019-06-08T00:00:00Z",23
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","ATCC 14990","SAMN10738425","PRJNA515334",0.004439,30.0743,"unnamed2:NZ_CP035290.1/CP035290.1",3,0,"2019-06-08T00:00:00Z",3
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","HD66","SAMN11953769","PRJNA546129",0.002336,30.3938,"pHD66_1:NZ_CP040869.1/CP040869.1",2,0,"2019-06-22T00:00:00Z",2
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","HD66","SAMN11953769","PRJNA546129",0.013701,32.0561,"pHD66_2:NZ_CP040870.1/CP040870.1",14,0,"2019-06-22T00:00:00Z",15
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","HD33","SAMN11953736","PRJNA546129",0.003916,28.6261,"pHD33_1:NZ_CP040865.1/CP040865.1",3,0,"2019-06-22T00:00:00Z",3
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","HD33","SAMN11953736","PRJNA546129",0.00236,30.339,"pHD33_2:NZ_CP040866.1/CP040866.1",2,0,"2019-06-22T00:00:00Z",3
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","NBRC 100911","SAMD00169832","PRJDB8042",0.004439,30.0743,"pSEP1:NZ_AP019722.1/AP019722.1",3,0,"2019-07-12T00:00:00Z",3
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","IRL01","SAMN09103952","PRJNA532483",0.013568,28.5598,"pBPH0747-01:NZ_CP045647.1/CP045647.1",16,0,"2019-11-24T00:00:00Z",16
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","none","SAMEA3712772","PRJEB35032",0.02731,31.926,"2:NZ_LR735433.1/LR735433.1",28,0,"2019-11-22T00:00:00Z",32
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","none","SAMEA3712754","PRJEB35032",0.039876,30.3416,"2:NZ_LR735438.1/LR735438.1",45,0,"2019-11-22T00:00:00Z",48
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","none","SAMEA3712754","PRJEB35032",0.002241,30.2544,"3:NZ_LR735439.1/LR735439.1",2,0,"2019-11-22T00:00:00Z",3
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","none","SAMEA3712766","PRJEB35032",0.029558,29.569,"2:NZ_LR735435.1/LR735435.1",29,0,"2019-11-22T00:00:00Z",31
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","none","SAMEA3712766","PRJEB35032",0.017639,31.5721,"3:NZ_LR735436.1/LR735436.1",17,0,"2019-11-22T00:00:00Z",19
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","none","SAMEA3712742","PRJEB35032",0.01659,28.7884,"2:NZ_LR735441.1/LR735441.1",19,0,"2019-11-22T00:00:00Z",20
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","none","SAMEA3712742","PRJEB35032",0.016034,29.1131,"3:NZ_LR735442.1/LR735442.1",15,0,"2019-11-22T00:00:00Z",15
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","none","SAMEA3712735","PRJEB35032",0.01503,29.4544,"2:NZ_LR735430.1/LR735430.1",13,0,"2019-11-22T00:00:00Z",14
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","none","SAMEA3712729","PRJEB35032",0.062421,29.9467,"2:NZ_LR735422.1/LR735422.1",61,0,"2019-11-22T00:00:00Z",74
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","none","SAMEA3712729","PRJEB35032",0.004615,31.8527,"3:NZ_LR735423.1/LR735423.1",5,0,"2019-11-22T00:00:00Z",5
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","BPH0662","SAMEA3982825","PRJEB13975",0.013569,28.5577,"4:NZ_LR736240.1/LR736240.1",16,0,"2019-11-07T00:00:00Z",16
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","BPH0662","SAMEA3982825","PRJEB13975",0.045804,30.0432,"2:NZ_LT571450.1/LT571450.1",35,0,"2016-05-12T00:00:00Z",39
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","BPH0662","SAMEA3982825","PRJEB13975",0.002366,31.0651,"3:NZ_LT571451.1/LT571451.1",2,0,"2016-05-12T00:00:00Z",2
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","NCCP 16828","SAMN12721499","PRJNA564725",0.054321,27.9763,"unnamed:NZ_CP043848.1/CP043848.1",50,0,"2020-01-02T00:00:00Z",63
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","ATCC 12228","SAMN12721478","PRJNA564724",0.021978,28.8698,"unnamed:NZ_CP043846.1/CP043846.1",22,0,"2020-01-16T00:00:00Z",25
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","SESURV_p1_0612","SAMN12508047","PRJNA559376",0.007926,29.4979,"unnamed1:CP043785.1",0,0,"2020-03-16T00:00:00Z",0
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","SESURV_p1_0612","SAMN12508047","PRJNA559376",0.051026,30.167,"unnamed2:CP043786.1",0,0,"2020-03-16T00:00:00Z",0
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","SESURV_p1_0612","SAMN12508047","PRJNA559376",0.008919,30.3846,"unnamed3:CP043787.1",0,0,"2020-03-16T00:00:00Z",0
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","SESURV_p2_0614","SAMN12508049","PRJNA559376",0.011745,31.2899,"unnamed1:CP043789.1",0,0,"2020-03-16T00:00:00Z",0
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","SESURV_p2_0614","SAMN12508049","PRJNA559376",0.041301,28.0671,"unnamed2:CP043790.1",0,0,"2020-03-16T00:00:00Z",0
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","SESURV_p2_0614","SAMN12508049","PRJNA559376",0.024725,32.5824,"unnamed3:CP043791.1",0,0,"2020-03-16T00:00:00Z",0
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","SESURV_p4_1553","SAMN12508927","PRJNA559376",0.008215,28.3628,"unnamed1:CP043805.1",0,0,"2020-03-16T00:00:00Z",0
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","SESURV_p4_1553","SAMN12508927","PRJNA559376",0.028293,30.6401,"unnamed2:CP043806.1",0,0,"2020-03-16T00:00:00Z",0
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","SESURV_p4_1553","SAMN12508927","PRJNA559376",0.013624,28.6406,"unnamed3:CP043807.1",0,0,"2020-03-16T00:00:00Z",0
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","SESURV_p1_0563","SAMN12508002","PRJNA559376",0.060822,27.592,"unnamed1:CP043782.1",0,0,"2020-03-16T00:00:00Z",0
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","SESURV_p1_0563","SAMN12508002","PRJNA559376",0.009963,27.8531,"unnamed2:CP043783.1",0,0,"2020-03-16T00:00:00Z",0
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","SESURV_p1_0557","SAMN12507996","PRJNA559376",0.017954,28.1609,"unnamed1:CP043775.1",0,0,"2020-03-16T00:00:00Z",0
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","SESURV_p1_0557","SAMN12507996","PRJNA559376",0.019721,29.7297,"unnamed2:CP043776.1",0,0,"2020-03-16T00:00:00Z",0
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","SESURV_p1_0557","SAMN12507996","PRJNA559376",0.009903,27.729,"unnamed3:CP043778.1",0,0,"2020-03-16T00:00:00Z",0
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","SESURV_p1_0557","SAMN12507996","PRJNA559376",0.045891,29.825,"unnamed4:CP043779.1",0,0,"2020-03-16T00:00:00Z",0
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","SESURV_p1_0557","SAMN12507996","PRJNA559376",0.014532,27.9865,"unnamed5:CP043780.1",0,0,"2020-03-16T00:00:00Z",0
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","SESURV_p1_1200","SAMN12508595","PRJNA559376",0.009924,27.6703,"unnamed1:CP043797.1",0,0,"2020-03-16T00:00:00Z",0
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","SESURV_p1_1200","SAMN12508595","PRJNA559376",0.023372,30.9601,"unnamed2:CP043798.1",0,0,"2020-03-16T00:00:00Z",0
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","SESURV_p1_1200","SAMN12508595","PRJNA559376",0.045906,29.8262,"unnamed3:CP043799.1",0,0,"2020-03-16T00:00:00Z",0
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","SESURV_p1_1200","SAMN12508595","PRJNA559376",0.017954,28.1609,"unnamed4:CP043800.1",0,0,"2020-03-16T00:00:00Z",0
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","SESURV_p3_0825","SAMN12508243","PRJNA559376",0.008002,33.3167,"unnamed1:CP043793.1",0,0,"2020-03-16T00:00:00Z",0
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","SESURV_p3_0825","SAMN12508243","PRJNA559376",0.007209,32.3068,"unnamed2:CP043794.1",0,0,"2020-03-16T00:00:00Z",0
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","SESURV_p3_0825","SAMN12508243","PRJNA559376",0.054389,28.07,"unnamed3:CP043795.1",0,0,"2020-03-16T00:00:00Z",0
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","SESURV_p3_1362","SAMN12508754","PRJNA559376",0.007208,32.3113,"unnamed1:CP043802.1",0,0,"2020-03-16T00:00:00Z",0
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","SESURV_p3_1362","SAMN12508754","PRJNA559376",0.054404,28.0696,"unnamed2:CP043803.1",0,0,"2020-03-16T00:00:00Z",0
"Staphylococcus epidermidis ATCC 12228","Bacteria;Terrabacteria group;Firmicutes","ATCC 12228","SAMN02603126","PRJNA279",0.006585,31.4958,"pSE-12228-06:NC_005003.1/AE015935.1",7,0,"2003-07-08T00:00:00Z",7
"Staphylococcus epidermidis ATCC 12228","Bacteria;Terrabacteria group;Firmicutes","ATCC 12228","SAMN02603126","PRJNA279",0.024365,29.2715,"pSE-12228-05:NC_005004.1/AE015934.1",21,0,"2003-07-08T00:00:00Z",26
"Staphylococcus epidermidis ATCC 12228","Bacteria;Terrabacteria group;Firmicutes","ATCC 12228","SAMN02603126","PRJNA279",0.017261,27.9879,"pSE-12228-04:NC_005005.1/AE015933.1",15,0,"2003-07-08T00:00:00Z",17
"Staphylococcus epidermidis ATCC 12228","Bacteria;Terrabacteria group;Firmicutes","ATCC 12228","SAMN02603126","PRJNA279",0.008007,35.5814,"pSE-12228-03:NC_005006.1/AE015932.1",7,0,"2003-07-08T00:00:00Z",7
"Staphylococcus epidermidis ATCC 12228","Bacteria;Terrabacteria group;Firmicutes","ATCC 12228","SAMN02603126","PRJNA279",0.004679,31.7803,"pSE-12228-02:NC_005007.1/AE015931.1",7,0,"2003-07-08T00:00:00Z",7
"Staphylococcus epidermidis ATCC 12228","Bacteria;Terrabacteria group;Firmicutes","ATCC 12228","SAMN02603126","PRJNA279",0.004439,30.0518,"pSE-12228-01:NC_005008.1/AE015930.1",3,0,"2003-07-08T00:00:00Z",3
"Staphylococcus epidermidis PM221","Bacteria;Terrabacteria group;Firmicutes","PM221","SAMEA3139103","PRJEB5186",0.004439,30.0969,"II:NZ_HG813243.1/HG813243.1",3,0,"2014-08-14T00:00:00Z",3
"Staphylococcus epidermidis PM221","Bacteria;Terrabacteria group;Firmicutes","PM221","SAMEA3139103","PRJEB5186",0.011152,27.5466,"III:NZ_HG813244.1/HG813244.1",13,0,"2014-08-14T00:00:00Z",14
"Staphylococcus epidermidis PM221","Bacteria;Terrabacteria group;Firmicutes","PM221","SAMEA3139103","PRJEB5186",0.033094,28.0172,"IV:NZ_HG813245.1/HG813245.1",34,0,"2014-08-14T00:00:00Z",39
"Staphylococcus epidermidis PM221","Bacteria;Terrabacteria group;Firmicutes","PM221","SAMEA3139103","PRJEB5186",0.058811,28.0713,"V:NZ_HG813246.1/HG813246.1",38,0,"2014-08-14T00:00:00Z",47
"Staphylococcus epidermidis RP62A","Bacteria;Terrabacteria group;Firmicutes","RP62A","SAMN02603975","PRJNA64",0.02731,31.926,"pSERP:NC_006663.1/CP000028.1",31,0,"2005-01-15T00:00:00Z",35
"Staphylococcus equorum","Bacteria;Terrabacteria group;Firmicutes","C2014","SAMN04363544","PRJNA306198",0.080302,29.8984,"pC2014-1:NZ_CP013715.1/CP013715.1",78,0,"2016-07-10T00:00:00Z",83
"Staphylococcus equorum","Bacteria;Terrabacteria group;Firmicutes","C2014","SAMN04363544","PRJNA306198",0.064385,29.8672,"pC2014-2:NZ_CP013716.1/CP013716.1",41,0,"2016-07-10T00:00:00Z",58
"Staphylococcus equorum","Bacteria;Terrabacteria group;Firmicutes","C2014","SAMN04363544","PRJNA306198",0.012974,29.035,"pC2014-3:NZ_CP013717.1/CP013717.1",11,0,"2016-07-10T00:00:00Z",14
"Staphylococcus equorum","Bacteria;Terrabacteria group;Firmicutes","C2014","SAMN04363544","PRJNA306198",0.007313,34.678,"pC2014-4:NZ_CP013718.1/CP013718.1",6,0,"2016-07-10T00:00:00Z",6
"Staphylococcus equorum","Bacteria;Terrabacteria group;Firmicutes","C2014","SAMN04363544","PRJNA306198",0.012006,34.8909,"pC2014-5:NZ_CP013719.1/CP013719.1",4,0,"2016-07-10T00:00:00Z",4
"Staphylococcus equorum","Bacteria;Terrabacteria group;Firmicutes","KM1031","SAMN04364120","PRJNA306199",0.045912,30.5018,"unnamed1:NZ_CP013981.1/CP013981.1",46,0,"2016-07-12T00:00:00Z",51
"Staphylococcus equorum","Bacteria;Terrabacteria group;Firmicutes","KM1031","SAMN04364120","PRJNA306199",0.050255,31.0238,"unnamed2:NZ_CP013982.1/CP013982.1",39,0,"2016-07-12T00:00:00Z",54
"Staphylococcus equorum","Bacteria;Terrabacteria group;Firmicutes","KM1031","SAMN04364120","PRJNA306199",0.002638,30.8946,"unnamed3:NZ_CP013983.1/CP013983.1",2,0,"2016-07-12T00:00:00Z",2
"Staphylococcus haemolyticus","Bacteria;Terrabacteria group;Firmicutes","S167","SAMN04361561","PRJNA306712",0.010808,28.775,"pSH108:NZ_CP013912.1/CP013912.1",11,0,"2016-04-08T00:00:00Z",12
"Staphylococcus haemolyticus","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA187605",0.002591,30.7603,"pLNU3:NC_007770.1/AM184101.1",2,0,"2006-02-01T00:00:00Z",2
"Staphylococcus haemolyticus","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA187605",0.002602,30.2075,"pLNU7 (naturally occurring):NC_008353.1/AM399081.1",2,0,"2006-09-14T00:00:00Z",2
"Staphylococcus haemolyticus","Bacteria;Terrabacteria group;Firmicutes","83131A","SAMN08013134","PRJNA417990",0.016882,28.486,"p83131A:NZ_CP024810.1/CP024810.1",22,0,"2018-02-01T00:00:00Z",24
"Staphylococcus haemolyticus","Bacteria;Terrabacteria group;Firmicutes","83131B","SAMN08161435","PRJNA417990",0.016882,28.486,"p83131A:NZ_CP025397.1/CP025397.1",21,0,"2018-02-01T00:00:00Z",23
"Staphylococcus haemolyticus","Bacteria;Terrabacteria group;Firmicutes","83131B","SAMN08161435","PRJNA417990",0.002366,31.0228,"p83131B:NZ_CP025398.1/CP025398.1",2,0,"2018-02-01T00:00:00Z",2
"Staphylococcus haemolyticus","Bacteria;Terrabacteria group;Firmicutes","SGAir0252","SAMN08103045","PRJNA388547",0.041662,29.6361,"pSGAir0252B:NZ_CP025033.1/CP025033.1",30,0,"2018-03-04T00:00:00Z",42
"Staphylococcus haemolyticus","Bacteria;Terrabacteria group;Firmicutes","FDAARGOS_517","SAMN10163211","PRJNA231221",0.011269,32.6116,"unnamed1:NZ_CP033812.1/CP033812.1",12,0,"2018-12-26T00:00:00Z",13
