Organism Name,Organism Groups,Strain,BioSample,BioProject,Size(Mb),GC%,Type,Replicons,CDS,Release Date,Genes
"Sylvicola fenestralis","Eukaryota;Animals;Insects","","","PRJNA76875",0.016234,23.6541,"mitochondrion","NC_016176.1/JN861752.1",13,"2011-11-15T00:00:00Z",13
"Sylviparus modestus","Eukaryota;Animals;Birds","","","PRJNA280324",0.017086,46.9741,"mitochondrion","NC_026793.1/KP642167.2",13,"2015-04-04T00:00:00Z",13
"Sylvirana guentheri","Eukaryota;Animals;Amphibians","","","PRJNA259448",0.019053,40.7232,"mitochondrion","NC_024748.1/KM035413.1",13,"2014-08-26T00:00:00Z",13
"Symbiochloris reticulata","Eukaryota;Plants;Green Algae","","","PRJNA267292",0.289394,35.9427,"chloroplast","NC_025524.1/KM462860.1",82,"2015-01-10T00:00:00Z",116
"Symmetrospora coprosmae UCD350","Eukaryota;Fungi;Basidiomycetes","UCD350","SAMN12714453","PRJNA564489",0.026122,39.6792,"mitochondrion","MT:CM018325.1",0,"2019-10-07T00:00:00Z",0
"Symphalangus syndactylus","Eukaryota;Animals;Mammals","","","PRJNA48027",0.016516,43.5093,"mitochondrion","NC_014047.1/AB504750.1",13,"2010-04-23T00:00:00Z",13
"Symphoricarpos orbiculatus","Eukaryota;Plants;Land Plants","","","PRJNA628246",0.156044,38.3757,"chloroplast","NC_047443.1/MK970589.1",85,"2020-04-26T00:00:00Z",130
"Symphurus orientalis","Eukaryota;Animals;Fishes","","","PRJNA291234",0.017498,41.4619,"mitochondrion","NC_027656.1/KP992899.1",13,"2015-07-28T00:00:00Z",37
"Symphylella sp. YG-2006","Eukaryota;Animals;Other Animals","","","PRJNA32735",0.014667,27.7903,"mitochondrion","NC_011572.1/EF576853.1",13,"2008-11-14T00:00:00Z",13
"Symphyocladia dendroidea","Eukaryota;Other;Other","","","PRJNA394416",0.171837,28.3955,"chloroplast","NC_035267.1/MF101420.1",210,"2017-07-14T00:00:00Z",239
"Symphysodon aequifasciata","Eukaryota;Animals;Fishes","","","PRJNA300768",0.016545,45.1496,"mitochondrion","NC_028182.1/KT362183.1",13,"2015-11-01T00:00:00Z",37
"Symphysodon discus","Eukaryota;Animals;Fishes","","","PRJNA278543",0.016544,45.11,"mitochondrion","NC_026689.1/KP313730.1",13,"2015-03-17T00:00:00Z",13
"Symphysodon haraldi","Eukaryota;Animals;Fishes","","","PRJNA298001",0.016543,45.1067,"mitochondrion","NC_027965.1/KT215609.1",13,"2015-10-07T00:00:00Z",37
"Symplecta hybrida","Eukaryota;Animals;Insects","","","PRJNA328661",0.015811,22.9713,"mitochondrion","NC_030519.1/KT970064.1",13,"2016-07-12T00:00:00Z",37
"Symplocarpus nipponicus","Eukaryota;Plants;Land Plants","","","PRJNA579599",0.158322,37.353,"chloroplast","NC_045121.1/MK158079.1",85,"2019-10-29T00:00:00Z",129
"Symplocarpus renifolius","Eukaryota;Plants;Land Plants","","","PRJNA377071",0.158521,37.3301,"chloroplast","NC_033970.1/KY039276.1",85,"2017-02-27T00:00:00Z",130
"Symplocos costaricana","Eukaryota;Plants;Land Plants","","","PRJNA400978",0.157095,37.5435,"plastid","NC_035708.2/MF179496.2",87,"2017-08-31T00:00:00Z",132
"Symplocos ovatilobata","Eukaryota;Plants;Land Plants","","","PRJNA422836",0.157417,37.4413,"chloroplast","NC_036489.1/MF770705.1",88,"2017-12-18T00:00:00Z",132
"Symplocos paniculata","Eukaryota;Plants;Land Plants","","","PRJNA400964",0.156992,37.4777,"plastid","NC_035702.1/MF179486.1",87,"2017-08-31T00:00:00Z",132
"Symsagittifera roscoffensis","Eukaryota;Animals;Other Animals","","","PRJNA54059",0.014803,24.718,"mitochondrion","NC_014578.1/HM237350.1",12,"2010-10-15T00:00:00Z",12
"Synagrops japonicus","Eukaryota;Animals;Fishes","","","PRJNA383190",0.016803,46.45,"mitochondrion","NC_034335.1/AP017439.1",13,"2017-04-17T00:00:00Z",37
"Synalpheus microneptunus","Eukaryota;Animals;Other Animals","","","PRJNA628396",0.015603,35.3522,"mitochondrion","NC_047307.1/MN750781.1",13,"2020-04-26T00:00:00Z",37
"Synanceia verrucosa","Eukaryota;Animals;Fishes","","","PRJNA283058",0.016506,40.6519,"mitochondrion","NC_026989.1/KP789313.1",13,"2015-05-05T00:00:00Z",37
"Synaphobranchus kaupii","Eukaryota;Animals;Fishes","","","PRJNA10664",0.016166,43.6286,"mitochondrion","NC_005805.1/AP002977.2",13,"2004-03-12T00:00:00Z",13
"Synarthrophyton chejuense","Eukaryota;Other;Other","","","PRJNA508156",0.179264,28.7554,"plastid","NC_039977.1/MH281626.1",201,"2018-12-03T00:00:00Z",236
"Synarthrophyton chejuense","Eukaryota;Other;Other","","","PRJNA508156",0.028264,25.1946,"mitochondrion","NC_039979.1/MH281623.1",25,"2018-12-03T00:00:00Z",52
"Syncerus caffer","Eukaryota;Animals;Mammals","","","PRJNA193983",0.016359,39.8007,"mitochondrion","NC_020617.1/EF536353.1",13,"2013-03-25T00:00:00Z",13
"Synchiropus splendidus","Eukaryota;Animals;Fishes","","","PRJNA248849",0.01643,41.2416,"mitochondrion","NC_024195.1/AP012317.1",13,"2014-05-30T00:00:00Z",13
"Synchiropus sycorax","Eukaryota;Animals;Other Animals","","","PRJNA628315",0.016656,43.0836,"mitochondrion","NC_047299.1/MN732544.1",13,"2020-04-26T00:00:00Z",37
"Synchytrium endobioticum","Eukaryota;Fungi;Other Fungi","","SAMEA104555398","PRJNA546356",0.072775,49.5211,"mitochondrion","NC_042370.1/",19,"2019-06-06T00:00:00Z",26
"Synchytrium microbalum JEL517","Eukaryota;Fungi;Other Fungi","","SAMEA104555616","PRJNA550801",0.023811,27.9829,"mitochondrion","NC_042878.1/",14,"2019-06-25T00:00:00Z",21
"Syncrossus beauforti","Eukaryota;Animals;Fishes","","","PRJNA350150",0.016567,42.5605,"mitochondrion","NC_031546.1/AP011231.1",13,"2016-10-21T00:00:00Z",37
"Syncrossus hymenophysa","Eukaryota;Animals;Fishes","","","PRJNA376971",0.016513,42.6997,"mitochondrion","NC_033951.1/AP012126.1",13,"2017-02-27T00:00:00Z",37
"Syngamus trachea","Eukaryota;Animals;Roundworms","","","PRJNA46009",0.014647,26.1965,"mitochondrion","NC_013821.1/GQ888718.1",12,"2010-02-16T00:00:00Z",12
"Syngnathoides biaculeatus","Eukaryota;Animals;Fishes","","","PRJNA435321",0.016479,41.9382,"mitochondrion","NC_037045.1/KJ184525.1",13,"2018-02-22T00:00:00Z",37
"Syngnathus schlegeli","Eukaryota;Animals;Fishes","","","PRJNA453323",0.016462,42.8563,"mitochondrion","NC_037520.1/KJ184526.1",13,"2018-04-24T00:00:00Z",37
"Syngnathus typhle","Eukaryota;Animals;Fishes","","","PRJNA323891",0.016488,44.3413,"mitochondrion","NC_030279.1/KU925872.1",13,"2016-05-31T00:00:00Z",37
"Synodontis schoutedeni","Eukaryota;Animals;Fishes","","","PRJNA70057",0.01654,44.0326,"mitochondrion","NC_015808.1/AP012023.1",13,"2011-07-14T00:00:00Z",13
"Synodus variegatus","Eukaryota;Animals;Fishes","","","PRJNA15548",0.016448,46.644,"mitochondrion","NC_007228.1/AY524977.1",13,"2005-08-02T00:00:00Z",13
"Synthesiomyia nudiseta","Eukaryota;Animals;Insects","","","PRJNA550896",0.015117,22.2928,"mitochondrion","NC_042953.1/MK007046.1",13,"2019-06-25T00:00:00Z",37
"Synthliboramphus antiquus","Eukaryota;Animals;Birds","","","PRJNA16730",0.01673,44.1542,"mitochondrion","NC_007978.1/AP009042.1",13,"2006-05-03T00:00:00Z",13
"Synthliboramphus wumizusume","Eukaryota;Animals;Birds","","","PRJNA313680",0.016714,44.352,"mitochondrion","NC_029328.1/KT592378.1",13,"2016-03-01T00:00:00Z",37
"Syntrichia filaris","Eukaryota;Plants;Land Plants","","","PRJNA289772",0.106343,39.5804,"mitochondrion","NC_027515.1/KP984758.1",40,"2015-07-14T00:00:00Z",67
"Syntrichia ruralis","Eukaryota;Plants;Land Plants","","","PRJNA33919",0.12263,28.3821,"chloroplast","NC_012052.1/FJ546412.1",81,"2009-02-20T00:00:00Z",128
"Synura synuroidea","Eukaryota;Protists;Other Protists","","","PRJNA11891",0.034119,24.1332,"mitochondrion","NC_002174.1/AF222718.1",37,"2000-03-02T00:00:00Z",62
"Synura uvella FBCC200023","Eukaryota;Protists;Other Protists","","","PRJNA509821",0.133257,28.6589,"plastid","NC_040134.1/MH795130.1",151,"2018-12-14T00:00:00Z",188
"Synurus deltoides","Eukaryota;Plants;Land Plants","","","PRJNA624569",0.152606,37.6532,"chloroplast","NC_046830.1/MN518847.1",87,"2020-04-10T00:00:00Z",131
"Syphacia obvelata","Eukaryota;Animals;Roundworms","","","PRJNA311865",0.014231,25.8731,"mitochondrion","NC_029239.1/KT900946.1",12,"2016-02-12T00:00:00Z",36
"Sypharochiton pelliserpentis","Eukaryota;Animals;Other Animals","","","PRJNA248857",0.015048,27.4987,"mitochondrion","NC_024174.1/KJ534307.1",13,"2014-05-30T00:00:00Z",13
"Sypharochiton sinclairi","Eukaryota;Animals;Other Animals","","","PRJNA248873",0.015028,27.8547,"mitochondrion","NC_024173.1/KJ534306.1",13,"2014-05-30T00:00:00Z",13
"Syringa persica","Eukaryota;Plants;Land Plants","","","PRJNA541697",0.155414,37.9689,"chloroplast","NC_042280.1/MH817880.1",88,"2019-05-12T00:00:00Z",131
"Syringa pinnatifolia","Eukaryota;Plants;Land Plants","","","PRJNA527548",0.155326,37.9331,"chloroplast","NC_041119.1/MG917095.1",86,"2019-03-18T00:00:00Z",131
"Syringa vulgaris","Eukaryota;Plants;Land Plants","","","PRJNA435314",0.155616,37.8952,"chloroplast","NC_036987.1/MG255768.1",86,"2018-02-22T00:00:00Z",130
"Syringa yunnanensis","Eukaryota;Plants;Land Plants","","","PRJNA546304",0.156822,37.95,"chloroplast","NC_042468.1/MH817943.1",88,"2019-06-06T00:00:00Z",131
"Syrmaticus ellioti","Eukaryota;Animals;Birds","","","PRJNA29933",0.016688,44.3552,"mitochondrion","NC_010771.1/AB164624.1",13,"2008-05-28T00:00:00Z",13
"Syrmaticus humiae","Eukaryota;Animals;Birds","","","PRJNA29935",0.016686,44.3366,"mitochondrion","NC_010774.1/AB164625.1",13,"2008-05-28T00:00:00Z",13
"Syrmaticus reevesii","Eukaryota;Animals;Birds","","","PRJNA29937",0.016678,45.3532,"mitochondrion","NC_010770.1/AB164623.1",13,"2008-05-28T00:00:00Z",13
"Syrmaticus soemmerringii ijimae","Eukaryota;Animals;Birds","","","PRJNA29947",0.01669,44.1941,"mitochondrion","NC_010767.1/AB164622.1",13,"2008-05-28T00:00:00Z",13
"Systolederus spicupennis","Eukaryota;Animals;Insects","","","PRJNA550910",0.015262,24.276,"mitochondrion","NC_042697.1/MH791445.1",13,"2019-06-25T00:00:00Z",37
"Systomus orphoides","Eukaryota;Animals;Fishes","","","PRJNA350050",0.016593,41.0836,"mitochondrion","NC_031527.1/AP011189.1",13,"2016-10-21T00:00:00Z",37
"Syzygium aromaticum","Eukaryota;Plants;Land Plants","","","PRJNA628191",0.15937,36.8595,"chloroplast","NC_047249.1/MN746306.1",84,"2020-04-26T00:00:00Z",131
"Syzygium forrestii","Eukaryota;Plants;Land Plants","","","PRJNA557944",0.159996,36.889,"chloroplast","NC_044106.1/MK102721.1",83,"2019-08-02T00:00:00Z",133
"Tacca leontopetaloides","Eukaryota;Plants;Land Plants","","","PRJNA430585",0.162477,36.9221,"chloroplast","NC_036658.1/KT719235.1",86,"2018-01-18T00:00:00Z",134
"Tachaea chinensis","Eukaryota;Animals;Other Animals","","","PRJNA504244",0.014616,27.2646,"mitochondrion","NC_039658.1/MF419232.1",13,"2018-11-09T00:00:00Z",36
"Tachigali costaricensis","Eukaryota;Plants;Land Plants","","","PRJNA628318",0.169313,36.8536,"plastid","NC_047339.1/MN709821.1",88,"2020-04-26T00:00:00Z",135
"Tachybaptus novaehollandiae","Eukaryota;Animals;Birds","","","PRJNA27967",0.018002,45.1728,"mitochondrion","NC_010095.1/EF532936.1",13,"2007-12-03T00:00:00Z",13
"Tachybaptus ruficollis","Eukaryota;Animals;Birds","","","PRJNA256408",0.016688,45.8174,"mitochondrion","NC_024594.1/KJ913674.1",13,"2014-07-28T00:00:00Z",13
"Tachycineta albilinea","Eukaryota;Animals;Birds","","","PRJNA193992",0.017923,46.6496,"mitochondrion","NC_020601.1/JQ071619.1",13,"2013-03-25T00:00:00Z",13
"Tachycineta albiventer","Eukaryota;Animals;Birds","","","PRJNA193993",0.017916,46.6231,"mitochondrion","NC_020602.1/JQ071620.1",13,"2013-03-25T00:00:00Z",13
"Tachycineta bicolor","Eukaryota;Animals;Birds","","","PRJNA193919",0.017945,46.4252,"mitochondrion","NC_020596.1/JQ071614.1",13,"2013-03-25T00:00:00Z",13
"Tachycineta cyaneoviridis","Eukaryota;Animals;Birds","","","PRJNA193997",0.018154,45.7089,"mitochondrion","NC_020599.1/JQ071617.1",13,"2013-03-25T00:00:00Z",13
"Tachycineta euchrysea","Eukaryota;Animals;Birds","","","PRJNA193998",0.017929,46.1766,"mitochondrion","NC_020598.1/JQ071616.1",13,"2013-03-25T00:00:00Z",13
"Tachycineta leucorrhoa","Eukaryota;Animals;Birds","","","PRJNA193994",0.017965,46.5405,"mitochondrion","NC_020603.1/JQ071621.1",13,"2013-03-25T00:00:00Z",13
"Tachycineta meyeni","Eukaryota;Animals;Birds","","","PRJNA193995",0.018012,46.6078,"mitochondrion","NC_020604.1/JQ071622.1",13,"2013-03-25T00:00:00Z",13
"Tachycineta stolzmanni","Eukaryota;Animals;Birds","","","PRJNA193991",0.017932,46.5927,"mitochondrion","NC_020600.1/JQ071618.1",13,"2013-03-25T00:00:00Z",13
"Tachycineta thalassina","Eukaryota;Animals;Birds","","","PRJNA193996",0.018118,46.2082,"mitochondrion","NC_020597.1/JQ071615.1",13,"2013-03-25T00:00:00Z",13
"Tachyglossus aculeatus","Eukaryota;Animals;Mammals","","","PRJNA12019",0.01636,40.0611,"mitochondrion","NC_003321.1/AJ303116.1",13,"2001-12-17T00:00:00Z",13
"Tachypleus tridentatus","Eukaryota;Animals;Other Animals","","","PRJNA37673",0.015008,25.9528,"mitochondrion","NC_012574.1/FJ860267.1",13,"2009-04-20T00:00:00Z",13
"Tachysurus argentivittatus","Eukaryota;Animals;Fishes","","","PRJNA328741",0.016534,41.2725,"mitochondrion","NC_030538.1/KX164404.1",13,"2016-07-12T00:00:00Z",37
"Tachysurus eupogon","Eukaryota;Animals;Fishes","","","PRJNA177268",0.016562,42.8934,"mitochondrion","NC_018768.1/JQ734476.1",13,"2012-10-12T00:00:00Z",13
"Tachysurus fulvidraco","Eukaryota;Animals;Fishes","Tf-2017","","PRJNA506049",0.016527,43.6377,"mitochondrion","MT:NC_015888.1/",13,"2011-08-01T00:00:00Z",13
"Tachysurus fulvidraco x Leiocassis longirostris","Eukaryota;Animals;Fishes","","","PRJNA430650",0.016526,43.598,"mitochondrion","NC_036665.1/KU133295.1",13,"2018-01-18T00:00:00Z",37
"Tachysurus fulvidraco x Tachysurus vachelli","Eukaryota;Animals;Fishes","","","PRJNA276202",0.016527,43.6195,"mitochondrion","NC_026544.1/KP247598.1",13,"2015-02-25T00:00:00Z",13
"Tachysurus nitidus","Eukaryota;Animals;Fishes","","","PRJNA61665",0.016532,41.3562,"mitochondrion","NC_014859.1/HM746659.1",13,"2011-01-06T00:00:00Z",13
"Tachysurus tokiensis","Eukaryota;Animals;Fishes","","","PRJNA12142",0.016529,43.1787,"mitochondrion","NC_004697.1/AB054127.1",13,"2003-04-07T00:00:00Z",13
"Tachysurus ussuriensis","Eukaryota;Animals;Fishes","","","PRJNA190162",0.016536,41.3703,"mitochondrion","NC_020344.1/KC188782.1",13,"2013-02-25T00:00:00Z",13
"Tachysurus vachellii","Eukaryota;Animals;Fishes","","","PRJNA61671",0.016527,41.9193,"mitochondrion","NC_014862.1/HM746660.1",13,"2011-01-06T00:00:00Z",13
"Tachyta nana","Eukaryota;Animals;Insects","","","PRJNA418444",0.016165,19.0906,"mitochondrion","NC_036261.1/KX035142.1",13,"2017-11-16T00:00:00Z",37
"Tacola eulimene","Eukaryota;Animals;Insects","","","PRJNA504142",0.015669,21.7308,"mitochondrion","NC_039864.1/MG747616.1",13,"2018-11-09T00:00:00Z",37
"Tacola larymna","Eukaryota;Animals;Insects","","","PRJNA504282",0.015503,20.0155,"mitochondrion","NC_039887.1/MG747644.1",13,"2018-11-09T00:00:00Z",37
"Tadarida latouchei","Eukaryota;Animals;Mammals","","","PRJNA418528",0.016784,37.9826,"mitochondrion","NC_036331.1/KY581662.1",13,"2017-11-16T00:00:00Z",37
"Tadarida teniotis","Eukaryota;Animals;Mammals","","","PRJNA418549",0.016869,37.9868,"mitochondrion","NC_036330.1/KY581661.1",13,"2017-11-16T00:00:00Z",37
"Tadorna ferruginea","Eukaryota;Animals;Birds","","","PRJNA257598",0.016639,48.4404,"mitochondrion","NC_024640.1/KF684946.1",13,"2014-08-06T00:00:00Z",13
"Tadorna tadorna","Eukaryota;Animals;Birds","","","PRJNA259456",0.016604,48.5967,"mitochondrion","NC_024750.1/KJ794187.1",13,"2014-08-26T00:00:00Z",13
"Taenia arctos","Eukaryota;Animals;Flatworms","","","PRJNA256444",0.01365,28.4103,"mitochondrion","NC_024590.1/AB905199.1",12,"2014-07-28T00:00:00Z",36
"Taenia asiatica","Eukaryota;Animals;Flatworms","","","PRJNA12255",0.013703,28.5996,"mitochondrion","NC_004826.2/AF445798.2",12,"2003-06-07T00:00:00Z",12
"Taenia crassiceps American","Eukaryota;Animals;Flatworms","","","PRJNA11914",0.013503,25.9572,"mitochondrion","NC_002547.1/AF216699.1",12,"2000-09-14T00:00:00Z",12
"Taenia crocutae","Eukaryota;Animals;Flatworms","","","PRJNA256464",0.013711,27.9921,"mitochondrion","NC_024591.1/AB905201.1",12,"2014-07-28T00:00:00Z",36
"Taenia hydatigena","Eukaryota;Animals;Flatworms","","","PRJNA38875",0.013492,29.1284,"mitochondrion","NC_012896.1/GQ228819.1",12,"2009-07-01T00:00:00Z",12
"Taenia laticollis","Eukaryota;Animals;Flatworms","","","PRJNA198681",0.013483,26.8338,"mitochondrion","NC_021140.1/AB731727.1",12,"2013-04-23T00:00:00Z",36
"Taenia madoquae","Eukaryota;Animals;Flatworms","","","PRJNA198699",0.013689,26.4884,"mitochondrion","NC_021139.1/AB731726.1",12,"2013-04-23T00:00:00Z",36
"Taenia martis","Eukaryota;Animals;Flatworms","","","PRJNA186768",0.013536,24.6971,"mitochondrion","NC_020153.1/AB731758.1",12,"2013-01-17T00:00:00Z",36
"Taenia multiceps","Eukaryota;Animals;Flatworms","","","PRJNA38871",0.013693,28.657,"mitochondrion","NC_012894.1/GQ228818.1",12,"2009-07-01T00:00:00Z",12
"Taenia multiceps","Eukaryota;Animals;Flatworms","Gns01","SAMN04413755","PRJNA307624",0.013693,28.6278,"mitochondrion","MT:CM010318.1",0,"2018-07-17T00:00:00Z",0
"Taenia ovis","Eukaryota;Animals;Flatworms","","","PRJNA198692",0.013704,30.232,"mitochondrion","NC_021138.1/AB731675.1",12,"2013-04-23T00:00:00Z",36
"Taenia pisiformis","Eukaryota;Animals;Flatworms","","","PRJNA46051",0.013387,26.8395,"mitochondrion","NC_013844.1/GU569096.1",12,"2010-02-16T00:00:00Z",12
"Taenia regis","Eukaryota;Animals;Flatworms","","","PRJNA256412",0.013489,29.3869,"mitochondrion","NC_024589.1/AB905198.1",12,"2014-07-28T00:00:00Z",36
"Taenia saginata","Eukaryota;Animals;Flatworms","","","PRJNA21059",0.01367,28.5223,"mitochondrion","NC_009938.1/AY684274.1",12,"2007-10-18T00:00:00Z",12
"Taenia serialis","Eukaryota;Animals;Flatworms","","","PRJNA207637",0.013688,28.1634,"mitochondrion","NC_021457.1/AB731674.1",12,"2013-06-10T00:00:00Z",36
"Taenia solium","Eukaryota;Animals;Flatworms","","","PRJNA12040",0.013709,27.9524,"mitochondrion","NC_004022.1/AB086256.1",12,"2002-06-11T00:00:00Z",12
"Taenia twitchelli","Eukaryota;Animals;Flatworms","","","PRJNA198694",0.013519,24.3213,"mitochondrion","NC_021093.1/AB731759.1",12,"2013-04-23T00:00:00Z",36
"Taeniatherum caput-medusae","Eukaryota;Plants;Land Plants","","","PRJNA439131",0.136827,38.3148,"chloroplast","NC_037160.1/MF460974.1",84,"2018-03-23T00:00:00Z",130
"Taeniogonalos taihorina","Eukaryota;Animals;Insects","","","PRJNA295571",0.015927,15.4015,"mitochondrion","NC_027830.1/KJ684986.1",13,"2015-09-14T00:00:00Z",37
"Taenioides anguillaris","Eukaryota;Animals;Fishes","","","PRJNA313575",0.016974,44.197,"mitochondrion","NC_029405.1/KT188772.1",13,"2016-03-01T00:00:00Z",37
"Taenioma perpusillum","Eukaryota;Other;Other","","","PRJNA394501",0.163418,27.609,"chloroplast","NC_035295.1/MF101452.1",200,"2017-07-14T00:00:00Z",232
"Taeniopteryx ugola","Eukaryota;Animals;Insects","","","PRJNA479142",0.015353,30.2416,"mitochondrion","NC_037897.1/MG589786.1",13,"2018-07-05T00:00:00Z",37
"Taeniopygia guttata","Eukaryota;Animals;Birds","Black17","","PRJNA558048",0.016853,45.9384,"mitochondrion","MT:NC_007897.1/CM016613.1",13,"2006-03-09T00:00:00Z",13
"Taeniopygia guttata","Eukaryota;Animals;Birds","Blue55","SAMN09946140","PRJNA489100",0.016856,45.8412,"mitochondrion","MT:CM018288.2",0,"2019-10-03T00:00:00Z",0
"Taeniopygia guttata","Eukaryota;Animals;Birds","Blue55","","PRJNA577119",0.016853,45.9384,"mitochondrion","MT:NC_007897.1/CM018229.2",13,"2006-03-09T00:00:00Z",13
"Taeniopygia guttata","Eukaryota;Animals;Birds","Blue55","SAMN09946140","PRJNA489186",0.016856,45.8412,"mitochondrion","MT:CM020865.2",0,"2020-01-14T00:00:00Z",0
"Taeniura lymma","Eukaryota;Animals;Fishes","","","PRJNA273191",0.017652,40.8679,"mitochondrion","NC_026210.1/KM881715.1",13,"2015-01-21T00:00:00Z",13
"Taeniura meyeni","Eukaryota;Animals;Fishes","","","PRJNA182647",0.017638,41.626,"mitochondrion","NC_019641.1/JX827260.1",13,"2012-12-03T00:00:00Z",13
"Tagasta indica","Eukaryota;Animals;Insects","","","PRJNA608326",0.015531,26.5727,"mitochondrion","NC_045930.1/MK080200.1",13,"2020-02-24T00:00:00Z",37
"Tagetes erecta","Eukaryota;Plants;Land Plants","","","PRJNA591517",0.152056,37.3711,"chloroplast","NC_045211.1/MN462588.1",85,"2019-11-25T00:00:00Z",131
"Tagiades litigiosa","Eukaryota;Animals;Insects","","","PRJNA417111",0.015359,20.2943,"mitochondrion","NC_036220.1/KX865091.1",13,"2017-11-04T00:00:00Z",39
"Taharana fasciana","Eukaryota;Animals;Insects","","","PRJNA413496",0.015161,22.1291,"mitochondrion","NC_036015.1/KY886913.1",13,"2017-10-06T00:00:00Z",37
"Tahina spectabilis","Eukaryota;Plants;Land Plants","","","PRJNA319091",0.126251,36.4805,"plastid","NC_029952.1/KT312919.1",79,"2016-04-20T00:00:00Z",114
"Tainia cordifolia","Eukaryota;Plants;Land Plants","","","PRJNA608357",0.158316,37.2881,"chloroplast","NC_045851.1/MN577470.1",87,"2020-02-24T00:00:00Z",135
"Tainia dunnii","Eukaryota;Plants;Land Plants","","","PRJNA608360",0.158459,37.2431,"chloroplast","NC_045862.1/MN641754.1",88,"2020-02-24T00:00:00Z",136
"Taiwania cryptomerioides","Eukaryota;Plants;Land Plants","","","PRJNA74377",0.132588,34.6253,"chloroplast","NC_016065.1/AP012266.1",83,"2011-10-17T00:00:00Z",121
"Taiwania flousiana","Eukaryota;Plants;Land Plants","","","PRJNA207634",0.131413,34.7226,"chloroplast","NC_021441.1/KC427274.1",83,"2013-06-17T00:00:00Z",117
"Taiwanofungus camphoratus","Eukaryota;Fungi;Basidiomycetes","","","PRJNA550790",0.114922,26.0081,"mitochondrion","NC_042771.1/MH745717.1",57,"2019-06-25T00:00:00Z",87
"Takakia lepidozioides","Eukaryota;Plants;Land Plants","","","PRJNA306313",0.149016,37.0678,"chloroplast","NC_028738.1/AP014702.1",61,"2015-12-17T00:00:00Z",138
"Takifugu alboplumbeus","Eukaryota;Animals;Fishes","","","PRJNA33083",0.016442,44.4107,"mitochondrion","NC_011625.1/AP009526.1",13,"2008-12-05T00:00:00Z",13
"Takifugu chinensis","Eukaryota;Animals;Fishes","","","PRJNA33099",0.016447,44.2634,"mitochondrion","NC_011633.1/AP009534.1",13,"2008-12-05T00:00:00Z",13
"Takifugu chrysops","Eukaryota;Animals;Fishes","","","PRJNA33081",0.016448,44.2607,"mitochondrion","NC_011624.1/AP009525.1",13,"2008-12-05T00:00:00Z",13
"Takifugu exascurus","Eukaryota;Animals;Fishes","","","PRJNA33077",0.016443,44.1282,"mitochondrion","NC_011622.1/AP009540.1",13,"2008-12-05T00:00:00Z",13
"Takifugu fasciatus","Eukaryota;Animals;Fishes","","","PRJNA39903",0.016444,44.2654,"mitochondrion","NC_013087.1/GQ409967.1",13,"2009-08-12T00:00:00Z",13
"Takifugu fasciatus x Takifugu flavidus","Eukaryota;Animals;Fishes","","","PRJNA358895",0.016443,44.2255,"mitochondrion","NC_032400.1/KT965279.1",13,"2016-12-27T00:00:00Z",37
"Takifugu flavidus","Eukaryota;Animals;Fishes","","","PRJNA248838",0.016449,44.3127,"mitochondrion","NC_024199.1/KJ562276.1",13,"2014-05-30T00:00:00Z",13
"Takifugu flavidus x Takifugu rubripes","Eukaryota;Animals;Fishes","","","PRJNA270456",0.016443,44.1647,"mitochondrion","NC_025939.1/KM875432.1",13,"2014-12-16T00:00:00Z",0
"Takifugu oblongus","Eukaryota;Animals;Fishes","","","PRJNA33101",0.016444,44.5208,"mitochondrion","NC_011634.1/AP009535.1",13,"2008-12-05T00:00:00Z",13
"Takifugu obscurus","Eukaryota;Animals;Fishes","","","PRJNA33085",0.016445,44.2809,"mitochondrion","NC_011626.1/AP009527.1",13,"2008-12-05T00:00:00Z",13
"Takifugu obscurus x Takifugu rubripes","Eukaryota;Animals;Fishes","","","PRJNA555936",0.016443,44.2438,"mitochondrion","NC_043900.1/MK975474.1",13,"2019-07-22T00:00:00Z",37
"Takifugu ocellatus","Eukaryota;Animals;Fishes","","","PRJNA33103",0.016449,44.5437,"mitochondrion","NC_011635.1/AP009536.1",13,"2008-12-05T00:00:00Z",13
"Takifugu pardalis","Eukaryota;Animals;Fishes","","","PRJNA33087",0.016463,44.3965,"mitochondrion","NC_011627.1/AP009528.1",13,"2008-12-05T00:00:00Z",13
"Takifugu poecilonotus","Eukaryota;Animals;Fishes","","","PRJNA33075",0.016448,44.0418,"mitochondrion","NC_011621.1/AP009539.1",13,"2008-12-05T00:00:00Z",13
"Takifugu porphyreus","Eukaryota;Animals;Fishes","","","PRJNA33089",0.016447,44.1175,"mitochondrion","NC_011628.1/AP009529.1",13,"2008-12-05T00:00:00Z",13
"Takifugu rubripes","Eukaryota;Animals;Fishes","","","PRJNA543527",0.016447,44.2391,"mitochondrion","MT:NC_004299.1/",13,"2002-09-24T00:00:00Z",13
"Takifugu rubripes x Takifugu flavidus","Eukaryota;Animals;Fishes","","","PRJNA376900",0.016447,44.306,"mitochondrion","NC_034005.1/KP710978.1",13,"2017-02-27T00:00:00Z",37
"Takifugu snyderi","Eukaryota;Animals;Fishes","","","PRJNA33093",0.01645,44.2249,"mitochondrion","NC_011630.1/AP009531.1",13,"2008-12-05T00:00:00Z",13
"Takifugu stictonotus","Eukaryota;Animals;Fishes","","","PRJNA33091",0.016451,44.2222,"mitochondrion","NC_011629.1/AP009530.1",13,"2008-12-05T00:00:00Z",13
